any;secció censal;sexe;edat;concepte;estat;valor
2024;08019309070;dones;total;població;;951
2024;08019309070;total;de 0 a 15 anys;població;;210
2024;08019309070;total;de 16 a 64 anys;població;;1163
2024;08019309070;total;65 anys o més;població;;421
2024;08019309070;total;total;població;;1794
2024;08019309071;homes;de 0 a 15 anys;població;;107
2024;08019309071;homes;de 16 a 64 anys;població;;572
2024;08019309071;homes;65 anys o més;població;;210
2024;08019309071;homes;total;població;;889
2024;08019309071;dones;de 0 a 15 anys;població;;118
2024;08019309071;dones;de 16 a 64 anys;població;;619
2024;08019309071;dones;65 anys o més;població;;300
2024;08019309071;dones;total;població;;1037
2024;08019309071;total;de 0 a 15 anys;població;;225
2024;08019309071;total;de 16 a 64 anys;població;;1191
2024;08019309071;total;65 anys o més;població;;510
2024;08019309071;total;total;població;;1926
2024;08019309072;homes;de 0 a 15 anys;població;;97
2024;08019309072;homes;de 16 a 64 anys;població;;468
2024;08019309072;homes;65 anys o més;població;;122
2024;08019309072;homes;total;població;;687
2024;08019309072;dones;de 0 a 15 anys;població;;86
2024;08019309072;dones;de 16 a 64 anys;població;;526
2024;08019309072;dones;65 anys o més;població;;213
2024;08019309072;dones;total;població;;825
2024;08019309072;total;de 0 a 15 anys;població;;183
2024;08019309072;total;de 16 a 64 anys;població;;994
2024;08019309072;total;65 anys o més;població;;335
2024;08019309072;total;total;població;;1512
2024;08019309073;homes;de 0 a 15 anys;població;;63
2024;08019309073;homes;de 16 a 64 anys;població;;436
2024;08019309073;homes;65 anys o més;població;;204
2024;08019309073;homes;total;població;;703
2024;08019309073;dones;de 0 a 15 anys;població;;68
2024;08019309073;dones;de 16 a 64 anys;població;;447
2024;08019309073;dones;65 anys o més;població;;266
2024;08019309073;dones;total;població;;781
2024;08019309073;total;de 0 a 15 anys;població;;131
2024;08019309073;total;de 16 a 64 anys;població;;883
2024;08019309073;total;65 anys o més;població;;470
2024;08019309073;total;total;població;;1484
2024;08019309074;homes;de 0 a 15 anys;població;;130
2024;08019309074;homes;de 16 a 64 anys;població;;560
2024;08019309074;homes;65 anys o més;població;;138
2024;08019309074;homes;total;població;;828
2024;08019309074;dones;de 0 a 15 anys;població;;89
2024;08019309074;dones;de 16 a 64 anys;població;;610
2024;08019309074;dones;65 anys o més;població;;212
2024;08019309074;dones;total;població;;911
2024;08019309074;total;de 0 a 15 anys;població;;219
2024;08019309074;total;de 16 a 64 anys;població;;1170
2024;08019309074;total;65 anys o més;població;;350
2024;08019309074;total;total;població;;1739
2024;08019309075;homes;de 0 a 15 anys;població;;113
2024;08019309075;homes;de 16 a 64 anys;població;;522
2024;08019309075;homes;65 anys o més;població;;141
2024;08019309075;homes;total;població;;776
2024;08019309075;dones;de 0 a 15 anys;població;;92
2024;08019309075;dones;de 16 a 64 anys;població;;537
2024;08019309075;dones;65 anys o més;població;;184
2024;08019309075;dones;total;població;;813
2024;08019309075;total;de 0 a 15 anys;població;;205
2024;08019309075;total;de 16 a 64 anys;població;;1059
2024;08019309075;total;65 anys o més;població;;325
2024;08019309075;total;total;població;;1589
2024;08019309076;homes;de 0 a 15 anys;població;;110
2024;08019309076;homes;de 16 a 64 anys;població;;470
2024;08019309076;homes;65 anys o més;població;;106
2024;08019309076;homes;total;població;;686
2024;08019309076;dones;de 0 a 15 anys;població;;97
2024;08019309076;dones;de 16 a 64 anys;població;;520
2024;08019309076;dones;65 anys o més;població;;172
2024;08019309076;dones;total;població;;789
2024;08019309076;total;de 0 a 15 anys;població;;207
2024;08019309076;total;de 16 a 64 anys;població;;990
2024;08019309076;total;65 anys o més;població;;278
2024;08019309076;total;total;població;;1475
2024;08019309077;homes;de 0 a 15 anys;població;;124
2024;08019309077;homes;de 16 a 64 anys;població;;516
2024;08019309077;homes;65 anys o més;població;;125
2024;08019309077;homes;total;població;;765
2024;08019309077;dones;de 0 a 15 anys;població;;119
2024;08019309077;dones;de 16 a 64 anys;població;;540
2024;08019309077;dones;65 anys o més;població;;218
2024;08019309077;dones;total;població;;877
2024;08019309077;total;de 0 a 15 anys;població;;243
2024;08019309077;total;de 16 a 64 anys;població;;1056
2024;08019309077;total;65 anys o més;població;;343
2024;08019309077;total;total;població;;1642
2024;08019309078;homes;de 0 a 15 anys;població;;91
2024;08019309078;homes;de 16 a 64 anys;població;;483
2024;08019309078;homes;65 anys o més;població;;123
2024;08019309078;homes;total;població;;697
2024;08019309078;dones;de 0 a 15 anys;població;;81
2024;08019309078;dones;de 16 a 64 anys;població;;534
2024;08019309078;dones;65 anys o més;població;;178
2024;08019309078;dones;total;població;;793
2024;08019309078;total;de 0 a 15 anys;població;;172
2024;08019309078;total;de 16 a 64 anys;població;;1017
2024;08019309078;total;65 anys o més;població;;301
2024;08019309078;total;total;població;;1490
2024;08019309079;homes;de 0 a 15 anys;població;;91
2024;08019309079;homes;de 16 a 64 anys;població;;529
2024;08019309079;homes;65 anys o més;població;;167
2024;08019309079;homes;total;població;;787
2024;08019309079;dones;de 0 a 15 anys;població;;101
2024;08019309079;dones;de 16 a 64 anys;població;;556
2024;08019309079;dones;65 anys o més;població;;237
2024;08019309079;dones;total;població;;894
2024;08019309079;total;de 0 a 15 anys;població;;192
2024;08019309079;total;de 16 a 64 anys;població;;1085
2024;08019309079;total;65 anys o més;població;;404
2024;08019309079;total;total;població;;1681
2024;08019309080;homes;de 0 a 15 anys;població;;83
2024;08019309080;homes;de 16 a 64 anys;població;;434
2024;08019309080;homes;65 anys o més;població;;136
2024;08019309080;homes;total;població;;653
2024;08019309080;dones;de 0 a 15 anys;població;;77
2024;08019309080;dones;de 16 a 64 anys;població;;433
2024;08019309080;dones;65 anys o més;població;;202
2024;08019309080;dones;total;població;;712
2024;08019309080;total;de 0 a 15 anys;població;;160
2024;08019309080;total;de 16 a 64 anys;població;;867
2024;08019309080;total;65 anys o més;població;;338
2024;08019309080;total;total;població;;1365
2024;08019309081;homes;de 0 a 15 anys;població;;102
2024;08019309081;homes;de 16 a 64 anys;població;;563
2024;08019309081;homes;65 anys o més;població;;167
2024;08019309081;homes;total;població;;832
2024;08019309081;dones;de 0 a 15 anys;població;;99
2024;08019309081;dones;de 16 a 64 anys;població;;631
2024;08019309081;dones;65 anys o més;població;;229
2024;08019309081;dones;total;població;;959
2024;08019309081;total;de 0 a 15 anys;població;;201
2024;08019309081;total;de 16 a 64 anys;població;;1194
2024;08019309081;total;65 anys o més;població;;396
2024;08019309081;total;total;població;;1791
2024;08019309082;homes;de 0 a 15 anys;població;;154
2024;08019309082;homes;de 16 a 64 anys;població;;725
2024;08019309082;homes;65 anys o més;població;;128
2024;08019309082;homes;total;població;;1007
2024;08019309082;dones;de 0 a 15 anys;població;;128
2024;08019309082;dones;de 16 a 64 anys;població;;751
2024;08019309082;dones;65 anys o més;població;;206
2024;08019309082;dones;total;població;;1085
2024;08019309082;total;de 0 a 15 anys;població;;282
2024;08019309082;total;de 16 a 64 anys;població;;1476
2024;08019309082;total;65 anys o més;població;;334
2024;08019309082;total;total;població;;2092
2024;08019309083;homes;de 0 a 15 anys;població;;109
2024;08019309083;homes;de 16 a 64 anys;població;;512
2024;08019309083;homes;65 anys o més;població;;154
2024;08019309083;homes;total;població;;775
2024;08019309083;dones;de 0 a 15 anys;població;;107
2024;08019309083;dones;de 16 a 64 anys;població;;554
2024;08019309083;dones;65 anys o més;població;;243
2024;08019309083;dones;total;població;;904
2024;08019309083;total;de 0 a 15 anys;població;;216
2024;08019309083;total;de 16 a 64 anys;població;;1066
2024;08019309083;total;65 anys o més;població;;397
2024;08019309083;total;total;població;;1679
2024;08019309084;homes;de 0 a 15 anys;població;;113
2024;08019309084;homes;de 16 a 64 anys;població;;529
2024;08019309084;homes;65 anys o més;població;;166
2024;08019309084;homes;total;població;;808
2024;08019309084;dones;de 0 a 15 anys;població;;95
2024;08019309084;dones;de 16 a 64 anys;població;;568
2024;08019309084;dones;65 anys o més;població;;246
2024;08019309084;dones;total;població;;909
2024;08019309084;total;de 0 a 15 anys;població;;208
2024;08019309084;total;de 16 a 64 anys;població;;1097
2024;08019309084;total;65 anys o més;població;;412
2024;08019309084;total;total;població;;1717
2024;08019309085;homes;de 0 a 15 anys;població;;101
2024;08019309085;homes;de 16 a 64 anys;població;;549
2024;08019309085;homes;65 anys o més;població;;152
2024;08019309085;homes;total;població;;802
2024;08019309085;dones;de 0 a 15 anys;població;;112
2024;08019309085;dones;de 16 a 64 anys;població;;626
2024;08019309085;dones;65 anys o més;població;;223
2024;08019309085;dones;total;població;;961
2024;08019309085;total;de 0 a 15 anys;població;;213
2024;08019309085;total;de 16 a 64 anys;població;;1175
2024;08019309085;total;65 anys o més;població;;375
2024;08019309085;total;total;població;;1763
2024;08019309086;homes;de 0 a 15 anys;població;;95
2024;08019309086;homes;de 16 a 64 anys;població;;488
2024;08019309086;homes;65 anys o més;població;;126
2024;08019309086;homes;total;població;;709
2024;08019309086;dones;de 0 a 15 anys;població;;88
2024;08019309086;dones;de 16 a 64 anys;població;;488
2024;08019309086;dones;65 anys o més;població;;209
2024;08019309086;dones;total;població;;785
2024;08019309086;total;de 0 a 15 anys;població;;183
2024;08019309086;total;de 16 a 64 anys;població;;976
2024;08019309086;total;65 anys o més;població;;335
2024;08019309086;total;total;població;;1494
2024;08019309087;homes;de 0 a 15 anys;població;;80
2024;08019309087;homes;de 16 a 64 anys;població;;407
2024;08019309087;homes;65 anys o més;població;;139
2024;08019309087;homes;total;població;;626
2024;08019309087;dones;de 0 a 15 anys;població;;61
2024;08019309087;dones;de 16 a 64 anys;població;;376
2024;08019309087;dones;65 anys o més;població;;222
2024;08019309087;dones;total;població;;659
2024;08019309087;total;de 0 a 15 anys;població;;141
2024;08019309087;total;de 16 a 64 anys;població;;783
2024;08019309087;total;65 anys o més;població;;361
2024;08019309087;total;total;població;;1285
2024;08019309088;homes;de 0 a 15 anys;població;;103
2024;08019309088;homes;de 16 a 64 anys;població;;587
2024;08019309088;homes;65 anys o més;població;;198
2024;08019309088;homes;total;població;;888
2024;08019309088;dones;de 0 a 15 anys;població;;130
2024;08019309088;dones;de 16 a 64 anys;població;;619
2024;08019309088;dones;65 anys o més;població;;315
2024;08019309088;dones;total;població;;1064
2024;08019309088;total;de 0 a 15 anys;població;;233
2024;08019309088;total;de 16 a 64 anys;població;;1206
2024;08019309088;total;65 anys o més;població;;513
2024;08019309088;total;total;població;;1952
2024;08019309089;homes;de 0 a 15 anys;població;;97
2024;08019309089;homes;de 16 a 64 anys;població;;448
2024;08019309089;homes;65 anys o més;població;;138
2024;08019309089;homes;total;població;;683
2024;08019309089;dones;de 0 a 15 anys;població;;94
2024;08019309089;dones;de 16 a 64 anys;població;;475
2024;08019309089;dones;65 anys o més;població;;254
2024;08019309089;dones;total;població;;823
2024;08019309089;total;de 0 a 15 anys;població;;191
2024;08019309089;total;de 16 a 64 anys;població;;923
2024;08019309089;total;65 anys o més;població;;392
2024;08019309089;total;total;població;;1506
2024;08019309090;homes;de 0 a 15 anys;població;;82
2024;08019309090;homes;de 16 a 64 anys;població;;479
2024;08019309090;homes;65 anys o més;població;;175
2024;08019309090;homes;total;població;;736
2024;08019309090;dones;de 0 a 15 anys;població;;75
2024;08019309090;dones;de 16 a 64 anys;població;;502
2024;08019309090;dones;65 anys o més;població;;245
2024;08019309090;dones;total;població;;822
2024;08019309090;total;de 0 a 15 anys;població;;157
2024;08019309090;total;de 16 a 64 anys;població;;981
2024;08019309090;total;65 anys o més;població;;420
2024;08019309090;total;total;població;;1558
2024;08019309091;homes;de 0 a 15 anys;població;;105
2024;08019309091;homes;de 16 a 64 anys;població;;563
2024;08019309091;homes;65 anys o més;població;;200
2024;08019309091;homes;total;població;;868
2024;08019309091;dones;de 0 a 15 anys;població;;110
2024;08019309091;dones;de 16 a 64 anys;població;;611
2024;08019309091;dones;65 anys o més;població;;272
2024;08019309091;dones;total;població;;993
2024;08019309091;total;de 0 a 15 anys;població;;215
2024;08019309091;total;de 16 a 64 anys;població;;1174
2024;08019309091;total;65 anys o més;població;;472
2024;08019309091;total;total;població;;1861
2024;08019309092;homes;de 0 a 15 anys;població;;109
2024;08019309092;homes;de 16 a 64 anys;població;;590
2024;08019309092;homes;65 anys o més;població;;212
2024;08019309092;homes;total;població;;911
2024;08019309092;dones;de 0 a 15 anys;població;;72
2024;08019309092;dones;de 16 a 64 anys;població;;624
2024;08019309092;dones;65 anys o més;població;;289
2024;08019309092;dones;total;població;;985
2024;08019309092;total;de 0 a 15 anys;població;;181
2024;08019309092;total;de 16 a 64 anys;població;;1214
2024;08019309092;total;65 anys o més;població;;501
2024;08019309092;total;total;població;;1896
2024;08019309093;homes;de 0 a 15 anys;població;;63
2024;08019309093;homes;de 16 a 64 anys;població;;431
2024;08019309093;homes;65 anys o més;població;;136
2024;08019309093;homes;total;població;;630
2024;08019309093;dones;de 0 a 15 anys;població;;72
2024;08019309093;dones;de 16 a 64 anys;població;;419
2024;08019309093;dones;65 anys o més;població;;199
2024;08019309093;dones;total;població;;690
2024;08019309093;total;de 0 a 15 anys;població;;135
2024;08019309093;total;de 16 a 64 anys;població;;850
2024;08019309093;total;65 anys o més;població;;335
2024;08019309093;total;total;població;;1320
2024;08019309094;homes;de 0 a 15 anys;població;;113
2024;08019309094;homes;de 16 a 64 anys;població;;678
2024;08019309094;homes;65 anys o més;població;;182
2024;08019309094;homes;total;població;;973
2024;08019309094;dones;de 0 a 15 anys;població;;92
2024;08019309094;dones;de 16 a 64 anys;població;;706
2024;08019309094;dones;65 anys o més;població;;279
2024;08019309094;dones;total;població;;1077
2024;08019309094;total;de 0 a 15 anys;població;;205
2024;08019309094;total;de 16 a 64 anys;població;;1384
2024;08019309094;total;65 anys o més;població;;461
2024;08019309094;total;total;població;;2050
2024;08019309095;homes;de 0 a 15 anys;població;;165
2024;08019309095;homes;de 16 a 64 anys;població;;700
2024;08019309095;homes;65 anys o més;població;;177
2024;08019309095;homes;total;població;;1042
2024;08019309095;dones;de 0 a 15 anys;població;;149
2024;08019309095;dones;de 16 a 64 anys;població;;731
2024;08019309095;dones;65 anys o més;població;;266
2024;08019309095;dones;total;població;;1146
2024;08019309095;total;de 0 a 15 anys;població;;314
2024;08019309095;total;de 16 a 64 anys;població;;1431
2024;08019309095;total;65 anys o més;població;;443
2024;08019309095;total;total;població;;2188
2024;08019309156;homes;de 0 a 15 anys;població;;73
2024;08019309156;homes;de 16 a 64 anys;població;;315
2024;08019309156;homes;65 anys o més;població;;191
2024;08019309156;homes;total;població;;579
2024;08019309156;dones;de 0 a 15 anys;població;;70
2024;08019309156;dones;de 16 a 64 anys;població;;337
2024;08019309156;dones;65 anys o més;població;;261
2024;08019309156;dones;total;població;;668
2024;08019309156;total;de 0 a 15 anys;població;;143
2024;08019309156;total;de 16 a 64 anys;població;;652
2024;08019309156;total;65 anys o més;població;;452
2024;08019309156;total;total;població;;1247
2024;08019310001;homes;de 0 a 15 anys;població;;95
2024;08019310001;homes;de 16 a 64 anys;població;;547
2024;08019310001;homes;65 anys o més;població;;150
2024;08019310001;homes;total;població;;792
2024;08019310001;dones;de 0 a 15 anys;població;;79
2024;08019310001;dones;de 16 a 64 anys;població;;552
2024;08019310001;dones;65 anys o més;població;;194
2024;08019310001;dones;total;població;;825
2024;08019310001;total;de 0 a 15 anys;població;;174
2024;08019310001;total;de 16 a 64 anys;població;;1099
2024;08019310001;total;65 anys o més;població;;344
2024;08019310001;total;total;població;;1617
2024;08019310002;homes;de 0 a 15 anys;població;;117
2024;08019310002;homes;de 16 a 64 anys;població;;673
2024;08019310002;homes;65 anys o més;població;;135
2024;08019310002;homes;total;població;;925
2024;08019310002;dones;de 0 a 15 anys;població;;109
2024;08019310002;dones;de 16 a 64 anys;població;;664
2024;08019310002;dones;65 anys o més;població;;185
2024;08019310002;dones;total;població;;958
2024;08019310002;total;de 0 a 15 anys;població;;226
2024;08019310002;total;de 16 a 64 anys;població;;1337
2024;08019310002;total;65 anys o més;població;;320
2024;08019310002;total;total;població;;1883
2024;08019310003;homes;de 0 a 15 anys;població;;90
2024;08019310003;homes;de 16 a 64 anys;població;;533
2024;08019310003;homes;65 anys o més;població;;123
2024;08019310003;homes;total;població;;746
2024;08019310003;dones;de 0 a 15 anys;població;;100
2024;08019310003;dones;de 16 a 64 anys;població;;530
2024;08019310003;dones;65 anys o més;població;;207
2024;08019310003;dones;total;població;;837
2024;08019310003;total;de 0 a 15 anys;població;;190
2024;08019310003;total;de 16 a 64 anys;població;;1063
2024;08019310003;total;65 anys o més;població;;330
2024;08019310003;total;total;població;;1583
2024;08019310004;homes;de 0 a 15 anys;població;;101
2024;08019310004;homes;de 16 a 64 anys;població;;482
2024;08019310004;homes;65 anys o més;població;;163
2024;08019310004;homes;total;població;;746
2024;08019310004;dones;de 0 a 15 anys;població;;106
2024;08019310004;dones;de 16 a 64 anys;població;;515
2024;08019310004;dones;65 anys o més;població;;238
2024;08019310004;dones;total;població;;859
2024;08019310004;total;de 0 a 15 anys;població;;207
2024;08019310004;total;de 16 a 64 anys;població;;997
2024;08019310004;total;65 anys o més;població;;401
2024;08019310004;total;total;població;;1605
2024;08019310005;homes;de 0 a 15 anys;població;;79
2024;08019310005;homes;de 16 a 64 anys;població;;459
2024;08019310005;homes;65 anys o més;població;;198
2024;08019310005;homes;total;població;;736
2024;08019310005;dones;de 0 a 15 anys;població;;63
2024;08019310005;dones;de 16 a 64 anys;població;;525
2024;08019310005;dones;65 anys o més;població;;289
2024;08019310005;dones;total;població;;877
2024;08019310005;total;de 0 a 15 anys;població;;142
2024;08019310005;total;de 16 a 64 anys;població;;984
2024;08019310005;total;65 anys o més;població;;487
2024;08019310005;total;total;població;;1613
2024;08019310006;homes;de 0 a 15 anys;població;;120
2024;08019310006;homes;de 16 a 64 anys;població;;576
2024;08019310006;homes;65 anys o més;població;;151
2024;08019310006;homes;total;població;;847
2024;08019310006;dones;de 0 a 15 anys;població;;100
2024;08019310006;dones;de 16 a 64 anys;població;;654
2024;08019310006;dones;65 anys o més;població;;242
2024;08019310006;dones;total;població;;996
2024;08019310006;total;de 0 a 15 anys;població;;220
2024;08019310006;total;de 16 a 64 anys;població;;1230
2024;08019310006;total;65 anys o més;població;;393
2024;08019310006;total;total;població;;1843
2024;08019310007;homes;de 0 a 15 anys;població;;74
2024;08019310007;homes;de 16 a 64 anys;població;;382
2024;08019310007;homes;65 anys o més;població;;181
2024;08019310007;homes;total;població;;637
2024;08019310007;dones;de 0 a 15 anys;població;;66
2024;08019310007;dones;de 16 a 64 anys;població;;390
2024;08019310007;dones;65 anys o més;població;;230
2024;08019310007;dones;total;població;;686
2024;08019310007;total;de 0 a 15 anys;població;;140
2024;08019310007;total;de 16 a 64 anys;població;;772
2024;08019310007;total;65 anys o més;població;;411
2024;08019310007;total;total;població;;1323
2024;08019310008;homes;de 0 a 15 anys;població;;80
2024;08019310008;homes;de 16 a 64 anys;població;;530
2024;08019310008;homes;65 anys o més;població;;168
2024;08019310008;homes;total;població;;778
2024;08019310008;dones;de 0 a 15 anys;població;;92
2024;08019310008;dones;de 16 a 64 anys;població;;582
2024;08019310008;dones;65 anys o més;població;;271
2024;08019310008;dones;total;població;;945
2024;08019310008;total;de 0 a 15 anys;població;;172
2024;08019310008;total;de 16 a 64 anys;població;;1112
2024;08019310008;total;65 anys o més;població;;439
2024;08019310008;total;total;població;;1723
2024;08019310009;homes;de 0 a 15 anys;població;;75
2024;08019310009;homes;de 16 a 64 anys;població;;576
2024;08019310009;homes;65 anys o més;població;;142
2024;08019310009;homes;total;població;;793
2024;08019310009;dones;de 0 a 15 anys;població;;80
2024;08019310009;dones;de 16 a 64 anys;població;;569
2024;08019310009;dones;65 anys o més;població;;235
2024;08019310009;dones;total;població;;884
2024;08019310009;total;de 0 a 15 anys;població;;155
2024;08019310009;total;de 16 a 64 anys;població;;1145
2024;08019310009;total;65 anys o més;població;;377
2024;08019310009;total;total;població;;1677
2024;08019310010;homes;de 0 a 15 anys;població;;84
2024;08019310010;homes;de 16 a 64 anys;població;;587
2024;08019310010;homes;65 anys o més;població;;139
2024;08019310010;homes;total;població;;810
2024;08019310010;dones;de 0 a 15 anys;població;;92
2024;08019310010;dones;de 16 a 64 anys;població;;644
2024;08019310010;dones;65 anys o més;població;;221
2024;08019310010;dones;total;població;;957
2024;08019310010;total;de 0 a 15 anys;població;;176
2024;08019310010;total;de 16 a 64 anys;població;;1231
2024;08019310010;total;65 anys o més;població;;360
2024;08019310010;total;total;població;;1767
2024;08019310011;homes;de 0 a 15 anys;població;;44
2024;08019310011;homes;de 16 a 64 anys;població;;398
2024;08019310011;homes;65 anys o més;població;;112
2024;08019310011;homes;total;població;;554
2024;08019310011;dones;de 0 a 15 anys;població;;67
2024;08019310011;dones;de 16 a 64 anys;població;;431
2024;08019310011;dones;65 anys o més;població;;167
2024;08019310011;dones;total;població;;665
2024;08019310011;total;de 0 a 15 anys;població;;111
2024;08019310011;total;de 16 a 64 anys;població;;829
2024;08019310011;total;65 anys o més;població;;279
2024;08019310011;total;total;població;;1219
2024;08019310012;homes;de 0 a 15 anys;població;;97
2024;08019310012;homes;de 16 a 64 anys;població;;546
2024;08019310012;homes;65 anys o més;població;;191
2024;08019310012;homes;total;població;;834
2024;08019310012;dones;de 0 a 15 anys;població;;97
2024;08019310012;dones;de 16 a 64 anys;població;;571
2024;08019310012;dones;65 anys o més;població;;255
2024;08019310012;dones;total;població;;923
2024;08019310012;total;de 0 a 15 anys;població;;194
2024;08019310012;total;de 16 a 64 anys;població;;1117
2024;08019310012;total;65 anys o més;població;;446
2024;08019310012;total;total;població;;1757
2024;08019310013;homes;de 0 a 15 anys;població;;93
2024;08019310013;homes;de 16 a 64 anys;població;;454
2024;08019310013;homes;65 anys o més;població;;116
2024;08019310013;homes;total;població;;663
2024;08019310013;dones;de 0 a 15 anys;població;;78
2024;08019310013;dones;de 16 a 64 anys;població;;490
2024;08019310013;dones;65 anys o més;població;;179
2024;08019310013;dones;total;població;;747
2024;08019310013;total;de 0 a 15 anys;població;;171
2024;08019310013;total;de 16 a 64 anys;població;;944
2024;08019310013;total;65 anys o més;població;;295
2024;08019310013;total;total;població;;1410
2024;08019310014;homes;de 0 a 15 anys;població;;79
2024;08019310014;homes;de 16 a 64 anys;població;;480
2024;08019310014;homes;65 anys o més;població;;116
2024;08019310014;homes;total;població;;675
2024;08019310014;dones;de 0 a 15 anys;població;;74
2024;08019310014;dones;de 16 a 64 anys;població;;485
2024;08019310014;dones;65 anys o més;població;;203
2024;08019310014;dones;total;població;;762
2024;08019310014;total;de 0 a 15 anys;població;;153
2024;08019310014;total;de 16 a 64 anys;població;;965
2024;08019310014;total;65 anys o més;població;;319
2024;08019310014;total;total;població;;1437
2024;08019310015;homes;de 0 a 15 anys;població;;104
2024;08019310015;homes;de 16 a 64 anys;població;;650
2024;08019310015;homes;65 anys o més;població;;195
2024;08019310015;homes;total;població;;949
2024;08019310015;dones;de 0 a 15 anys;població;;97
2024;08019310015;dones;de 16 a 64 anys;població;;667
2024;08019310015;dones;65 anys o més;població;;252
2024;08019310015;dones;total;població;;1016
2024;08019310015;total;de 0 a 15 anys;població;;201
2024;08019310015;total;de 16 a 64 anys;població;;1317
2024;08019310015;total;65 anys o més;població;;447
2024;08019310015;total;total;població;;1965
2024;08019310016;homes;de 0 a 15 anys;població;;75
2024;08019310016;homes;de 16 a 64 anys;població;;370
2024;08019310016;homes;65 anys o més;població;;152
2024;08019310016;homes;total;població;;597
2024;08019310016;dones;de 0 a 15 anys;població;;55
2024;08019310016;dones;de 16 a 64 anys;població;;365
2024;08019310016;dones;65 anys o més;població;;199
2024;08019310016;dones;total;població;;619
2024;08019310016;total;de 0 a 15 anys;població;;130
2024;08019310016;total;de 16 a 64 anys;població;;735
2024;08019310016;total;65 anys o més;població;;351
2024;08019310016;total;total;població;;1216
2024;08019310017;homes;de 0 a 15 anys;població;;71
2024;08019310017;homes;de 16 a 64 anys;població;;488
2024;08019310017;homes;65 anys o més;població;;195
2024;08019310017;homes;total;població;;754
2024;08019310017;dones;de 0 a 15 anys;població;;82
2024;08019310017;dones;de 16 a 64 anys;població;;542
2024;08019310017;dones;65 anys o més;població;;276
2024;08019310017;dones;total;població;;900
2024;08019310017;total;de 0 a 15 anys;població;;153
2024;08019310017;total;de 16 a 64 anys;població;;1030
2024;08019310017;total;65 anys o més;població;;471
2024;08019310017;total;total;població;;1654
2024;08019310018;homes;de 0 a 15 anys;població;;79
2024;08019310018;homes;de 16 a 64 anys;població;;487
2024;08019310018;homes;65 anys o més;població;;95
2024;08019310018;homes;total;població;;661
2024;08019310018;dones;de 0 a 15 anys;població;;76
2024;08019310018;dones;de 16 a 64 anys;població;;514
2024;08019310018;dones;65 anys o més;població;;163
2024;08019310018;dones;total;població;;753
2024;08019310018;total;de 0 a 15 anys;població;;155
2024;08019310018;total;de 16 a 64 anys;població;;1001
2024;08019310018;total;65 anys o més;població;;258
2024;08019310018;total;total;població;;1414
2024;08019310019;homes;de 0 a 15 anys;població;;66
2024;08019310019;homes;de 16 a 64 anys;població;;499
2024;08019310019;homes;65 anys o més;població;;173
2024;08019310019;homes;total;població;;738
2024;08019310019;dones;de 0 a 15 anys;població;;68
2024;08019310019;dones;de 16 a 64 anys;població;;530
2024;08019310019;dones;65 anys o més;població;;255
2024;08019310019;dones;total;població;;853
2024;08019310019;total;de 0 a 15 anys;població;;134
2024;08019310019;total;de 16 a 64 anys;població;;1029
2024;08019310019;total;65 anys o més;població;;428
2024;08019310019;total;total;població;;1591
2024;08019310020;homes;de 0 a 15 anys;població;;70
2024;08019310020;homes;de 16 a 64 anys;població;;463
2024;08019310020;homes;65 anys o més;població;;164
2024;08019310020;homes;total;població;;697
2024;08019310020;dones;de 0 a 15 anys;població;;78
2024;08019310020;dones;de 16 a 64 anys;població;;472
2024;08019310020;dones;65 anys o més;població;;220
2024;08019310020;dones;total;població;;770
2024;08019310020;total;de 0 a 15 anys;població;;148
2024;08019310020;total;de 16 a 64 anys;població;;935
2024;08019310020;total;65 anys o més;població;;384
2024;08019310020;total;total;població;;1467
2024;08019310021;homes;de 0 a 15 anys;població;;76
2024;08019310021;homes;de 16 a 64 anys;població;;419
2024;08019310021;homes;65 anys o més;població;;131
2024;08019310021;homes;total;població;;626
2024;08019310021;dones;de 0 a 15 anys;població;;60
2024;08019310021;dones;de 16 a 64 anys;població;;456
2024;08019310021;dones;65 anys o més;població;;161
2024;08019310021;dones;total;població;;677
2024;08019310021;total;de 0 a 15 anys;població;;136
2024;08019310021;total;de 16 a 64 anys;població;;875
2024;08019310021;total;65 anys o més;població;;292
2024;08019310021;total;total;població;;1303
2024;08019310022;homes;de 0 a 15 anys;població;;67
2024;08019310022;homes;de 16 a 64 anys;població;;458
2024;08019310022;homes;65 anys o més;població;;103
2024;08019310022;homes;total;població;;628
2024;08019310022;dones;de 0 a 15 anys;població;;74
2024;08019310022;dones;de 16 a 64 anys;població;;486
2024;08019310022;dones;65 anys o més;població;;149
2024;08019310022;dones;total;població;;709
2024;08019310022;total;de 0 a 15 anys;població;;141
2024;08019310022;total;de 16 a 64 anys;població;;944
2024;08019310022;total;65 anys o més;població;;252
2024;08019310022;total;total;població;;1337
2024;08019310023;homes;de 0 a 15 anys;població;;76
2024;08019310023;homes;de 16 a 64 anys;població;;461
2024;08019310023;homes;65 anys o més;població;;126
2024;08019310023;homes;total;població;;663
2024;08019310023;dones;de 0 a 15 anys;població;;75
2024;08019310023;dones;de 16 a 64 anys;població;;509
2024;08019310023;dones;65 anys o més;població;;192
2024;08019310023;dones;total;població;;776
2024;08019310023;total;de 0 a 15 anys;població;;151
2024;08019310023;total;de 16 a 64 anys;població;;970
2024;08019310023;total;65 anys o més;població;;318
2024;08019310023;total;total;població;;1439
